TAXON 1,INTERACTION TYPE,BODY PART,TAXON 2,INTERACTION TITLE,REPORTED FOR BOGOTÁ,REMARKS,SOURCE TYPE 1,REFERENCE 1,SOURCE TYPE 2,REFERENCE 2,SOURCE TYPE 3,REFERENCE 3,SOURCE TYPE 4,REFERENCE 4,SOURCE TYPE 5,REFERENCE 5,SOURCE TYPE 6,REFERENCE 6
Aphis gossypii,Consume,la savia,Artemisia vulgaris,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Bidens pilosa,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Calendula officinalis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Conyza bonariensis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Cosmos bipinnatus,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Dahlia pinnata,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Erechtites valerianifolius,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Hypochaeris radicata,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Tagetes erecta,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Taraxacum officinale,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Capsella bursa-pastoris,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Stary, P., Rodríguez. F., Remaudiere. G. (1994) Asociación planta-afidos-parasitoide, en la zona central de Chile. Agricultura Técnica 54, 46-53",,,,,,,,,,
Aphis gossypii,Consume,la savia,Raphanus sativus,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Ceballos, M., Martínez. M., Duarte. L., Baños. H., Sánchez. A. (2009) Asociación áfidos-parasitoides en cultivos hortícolas. Revista de Protección Vegetal 24, 180-183 ",Artículo Cientifico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,
Aphis gossypii,Consume,la savia,Cucumis sativus,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",Artículo Cientifico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,
Aphis gossypii,Consume,la savia,Cucurbita maxima,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Cucurbita pepo,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Ceballos, M., Martínez. M., Duarte. L., Baños. H., Sánchez. A. (2009) Asociación áfidos-parasitoides en cultivos hortícolas. Revista de Protección Vegetal 24, 180-183 ",,,,,,,,,,
Aphis gossypii,Consume a,la savia,Lathyrus odoratus,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,,,
Aphis gossypii,Consume a,la savia,Phaseolus vulgaris,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Trifolium repens,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Stary, P., Rodríguez. F., Remaudiere. G. (1994) Asociación planta-afidos-parasitoide, en la zona central de Chile. Agricultura Técnica 54, 46-53",,,,,,,,,,
Aphis gossypii,Consume a,la savia,Ocimum basilicum,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Verbena officinalis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Althaea officinalis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Seyedebrahimi, S.S., Jahromi, K.T., Imani, S., Naveh, V.H., Hesami, S. (2016) Resistance to imidacloprid in different field populations of Aphis gossypii Glover (Hem.: Aphididae) in South of Iran. Journal of Entomological and Acarological Research 48, 6-10.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Eriobotrya japonica,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Fragaria chiloensis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Inaizumi, M. (1970) Primary host plants for Aphis gossypii Glover, and its landing on secondary host plants. Japanese Journal of Applied Entomology and Zoology 14, 29-38.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Fragaria vesca,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Valério, E., Cecílio, A., & Mexia, A. (2007) Population dynamics of aphids (Homoptera: Aphididae) and beneficial organisms on protected strawberry crop. Boletín de Sanidad Vegetal. Plagas (España) 33, 153-161.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Anacardium occidentale,HERBIVORÍA PARCIAL,NO,,Capítulo de Libro,"Berry, A.D., Sargent, S.A. (2011) Cashew apple and nut (Anacardium occidentale L.). In Yahia, E. (eds.) Postharvest Biology and Technology of Tropical and Subtropical Fruits: Açai to Citrus. Woodhead Publishing, United Kingdom.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Schinus areira,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Ceballos, M., Martínez. M., Duarte. L., Baños. H., Sánchez. A. (2009) Asociación áfidos-parasitoides en cultivos hortícolas. Revista de Protección Vegetal 24, 180-183 ",,,,,,,,,,
Aphis gossypii,Consume,la savia,Citrus limon,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",Artículo Cientifico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,
Aphis gossypii,Consume a,la savia,Capsicum annuum,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,,,
Aphis gossypii,Parasita a,general,Solanum betaceum,PARASITISMO,NO,,Artículo Científico,"Simbaqueca, C., Serna, F., Posada, F. (2014) Curaduría, morfología e identificación de áfidos (Hemiptera: Aphididae) del Museo Entomológico UNAB. Primera aproximación. Boletín Científico. Centro de Museos. Museo de Historia Natural. Universidad de Caldas 18, 222-246.",,,,,,,,,,
Aphis gossypii,Consume,la savia,Solanum lycopersicum,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",Artículo Cientifico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,
Aphis gossypii,Consume,la savia,Solanum tuberosum,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",Artículo Cientifico,"Pike, K.S., Miller, R.H., Stary, P. (2000) Aphid fauna (Hemiptera: Aphididae) and associated flora of Guam. Micronesica 33, 179-207.",,,,,,,,
Aulacorthum solani,Consume,la savia,Anthurium andraeanum,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Hedera helix,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",Artículo Cientifico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",,,,,,,,
Aulacorthum solani,Consume,la savia,Ageratum conyzoides,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Gerbera jamesonii,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Lactuca sativa,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Kavallieratos, N., Tomanović, Ž., Sarlis, G., Vayias, B., Žikić, V., Emmanouel, N. (2007) Aphids (Hemiptera: Aphidoidea) on cultivated and self-sown plants in Greece. Biologia 62, 335-344.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Borago officinalis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Acacia saligna,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Medicago sativa,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Stary, P., Rodríguez. F., Remaudiere. G. (1994) Asociación planta-afidos-parasitoide, en la zona central de Chile. Agricultura Técnica 54, 46-53",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Pelargonium zonale,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Verbena hybrida,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Hibiscus rosa-sinensis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",,,,,,,,,,
Aulacorthum solani,Consume,la savia,Fuchsia hybrida,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Yovkova, M., Petrović-Obradović, O., Tasheva-Terzieva, E., Pencheva, A. (2013) Aphids (Hemiptera, Aphididae) on ornamental plants in greenhouses in Bulgaria. ZooKeys 319, 347-361.",,,,,,,,,,
Aulacorthum solani,Consume,parte no especificada,Solanum tuberosum,HERBIVORÍA PARCIAL,NO,,Literatura Gris,"Bustillo, A. (1986) Descripción de afidos que atacan la papa en Colombia con una clave para su identificación. Ministerio de Agricultura, Instituto Colombiano Agropecuario. Estación expermental Tulio Ospina, Medellín ",,,,,,,,,,
Brevicoryne brassicae,Consume,la savia,Lactuca sativa ,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Simbaqueca, C., Serna, F., Posada, F. (2014) Curaduría, morfología e identificación de áfidos (Hemiptera: Aphididae) del Museo Entomológico UNAB. Primera aproximación. Boletín Científico. Centro de Museos. Museo de Historia Natural. Universidad de Caldas 18, 222-246.",,,,,,,,,,
Brevicoryne brassicae,Consume,la savia,Brassica oleracea,HERBIVORÍA PARCIAL,NO,Mediante la succión liban la savia vegetal (floema),Artículo Científico,"Martínez, M., Ceballos, M., Suris, M. (2013) Áfidos y sus parasitoides en sistemas urbanos de producción de hortalizas en Cuba. Revista Colombiana de Entomología 39, 13-17.",Artículo Cientifico,"Ricci, M., Kahan, A. (2005) Estudios biológicos y poblacionales de Brevicoryne brassicae L. y Myszus persicae Sulz. (Hemiptera: Aphidiae) sobre Crucíferas cultivadas. Boletín Sanidad Vegetal Plagas 31, 3-13.",Artículo Cientifico,"Stary, P., Rodríguez, F., Remaudiere. G. (1994) Asociación planta-afidos-parasitoide, en la zona central de Chile. Agricultura Técnica 54, 46-53",,,,,,
Brevicoryne brassicae,Consume,la savia,Brassica rapa,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Simbaqueca, C., Serna, F., Posada, F. (2014) Curaduría, morfología e identificación de áfidos (Hemiptera: Aphididae) del Museo Entomológico UNAB. Primera aproximación. Boletín Científico. Centro de Museos. Museo de Historia Natural. Universidad de Caldas 18, 222-246.",,,,,,,,,,
Brevicoryne brassicae,Consume,la savia,Raphanus sativus,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Ricci. M., Kahan. A. (2005) Estudios biológicos y poblacionales de Brevicoryne brassicae L. y Myszus persicae Sulz. (Hemiptera: Aphidiae) sobre Crucíferas cultivadas. Boletín Sanidad Vegetal Plagas 31, 3-13.",Artículo Cientifico,"Stary, P., Rodríguez. F., Remaudiere, G. (1994) Asociación planta-afidos-parasitoide, en la zona central de Chile. Agricultura Técnica 54, 46-53",,,,,,,,
Brevicoryne brassicae,Consume,la savia,Chenopodium murale,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Mifsud, D., Mangion, M., Azzopardi, E., Espadaler, X., Cuesta Segura, D., Watson, G.W., Perez Hidalgo, N. (2011) Aphids associated with shrubs, herbaceous plants and crops in the Maltese Archipelago (Hemiptera, Aphidoidea). Bulletin of the Entomological Society of Malta 4, 5-53.",,,,,,,,,,
Lipaphis erysimi,Consume,la savia,Calendula officinalis,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Singh, R., Singh, G., Kumar-Tiwari, A., Patel, S., Agrawal, R., Sharma, A. Singh, B.B. (2015) Diversity of Host Plants of Aphids (Homoptera: Aphididae) Infesting Asteraceae in India. International Journal of Zoological
Investigations 1, 137-167.",,,,,,,,,,
Lipaphis erysimi,Consume,la savia,Brassica oleracea,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Ceballos, M., Martínez. M., Duarte. L., Baños. H., Sánchez. A. (2009) Asociación áfidos-parasitoides en cultivos hortícolas. Revista de Protección Vegetal 24, 180-183 ",,,,,,,,,,
Macrosiphum euphorbiae,Consume,la savia,Sonchus asper,HERBIVORÍA PARCIAL,NO,,Artículo Científico,"Quiroz, C., Larraín, P., Sepúlveda, P. (2005) Abundancia Estacional de Insectos Vectores de Virosis en dos Ecosistemas de Pimiento (Capsicum annum L.) de la Región de Coquimbo, Chile. Agricultura Técnica 65, 3-19.",,,,,,,,,,
